Channel Name,date,videoId,titles,Comment
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,하지만 성형을 통해 이뻐지면 좀더 쉬운 인생이 기다리지
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,관상이라 함은 보통 눈에 많이 좌우되는데 실제로 소시오패스들 특징중에 타인의 눈을 피하지 않고 뚫어져라 보는 경향이 있어서 사람 얼굴만 보고 싸함을 느끼곤 하는 것 겉아요.
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,"못생긴 건 참 대단해.
잘생긴건 어느정도까지 오면 잘생김의 한계가 있고 기준도 있는데
못생긴 건 끝이 없어 한계가 없어 정말 다양해."
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,성형은 왜 ㅋㅋㅋㅋ
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,"마지막 거울속에 비친 1분만님에
자유분망한 얼굴을 가진 1분만님을 응원합니다!"
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,"예전에 본 짤이 생각나는데...
못생겼다는 말 대신 하면 좋은 말...
막.. 곯았다... 자유분방하다... 오늘내일한다... 등등... 아..."
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,"모든 사람들은 개성있게 생겼답니다^^










근데 난 개성도 없네..슈ㅂ…ㅠ"
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,1분만 캐릭터 돼지코 탈출!!이래서 쟤 코 원래 어떻게 생겼지 고민하고 있었네 앜ㅋㅌ
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,.
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,"왜 행성,별은 구모양일까?"
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,치명상이옵니다
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,그렇사옵니다 만님
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,네 알겠습니다 자유분방씨
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,"관상 자체가 얼굴 관상을 보는건데 
성형하면 바뀌지... 잘 되었으면
얼굴 바뀌면 달라짐
옷입는거 바뀌어도 사람이 달라짐"
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,1분만 님이 매일 거울을 보고 소리친다는 소문이 있는데 진짜인가요?
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,"적잘하게 생긴 사람이 있어야 잘생김과 이쁨을 평가할수 있는 법!!!
미모랭킹국가에서 온 한 남성 외국인이 미모에 대해 별 관심 없다가
해외활동하고 본인의 국가를 가서야 비로서 여기가 꽃밭인줄 알았다고 했듯이..."
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,그래서 결론은?
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,아뇨
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,주제추천 - 포유류는 왜 지능이 높을까?
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,얼굴이 자유분방= 이목구비가 따로 놀음
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,억 이거지~! 누가머라든  내가만족하면되지
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,와 나1만 때부터 보왔는데
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,어? 끝맺음이 왜이리 깔끔하지?
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,"잘생긴 놈이 긍정적일때 : 훈훈하다.
못생긴 내가 긍정적일때 : 나댄다.
. . . 잘생긴게 최고야."
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,성형해서 성괴가 돼면 팔자는 몾바꿉니다 그냥 자기만족 해야지
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,"성형 잘 만되면 사람 인생 달라짐. 외모에 대한 만족=자신감 
그만큼 생긴것도 중요함."
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,내 얼굴은 자유분방하게 생겨서 좋다 이건 어떤 의미로 받아들여야 하는거지  ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ제목부터 웃기잖아 내가 100만이 될 상인가ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,"1분만 댓글특:1분만님의~~
, 위 사항싫어하는사람
,마지막 5초 보러오지ㅋㅋ"
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,56분 전!
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,좋다!
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,기존성우랑 바뀐거구나
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,주제추천 : 생일과 생신의 경계는 언제부터 일까?
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,50초 내용 👍
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,"ㅋ ㅋ
ㅠㅠ"
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,좋다면서 왜 우세요. 럽유얼셀프!!!
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,일단 운동부터
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,"자기 콤플렉스를 웃음으로 승화시키시는
1분만 존경합니다~ 😄"
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,천만 될상
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,"나는 이 영상을 보면서 느꼈다.
나는 세상에서 꼭 필요한 존재라는것을..🖤"
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,"얼굴 잘생겼어도 마음씨가 이상하면 관상이 똑같아짐
군대에서 배움"
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,연예인 논란 터지고 관상 거리는 애들 보면 ㄹㅇ 죽빵 마려움
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,거울을 들고..어? 원빈이 있네
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,ㅋㅋㅋㅋ100만 가즈아!!!
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,관상은 통계학 아닌가요
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,"성형을 하든 뭘 하든 그 사람의 근본적인 행동, 표정, 눈빛은 안 바뀜"
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,대부분의 사람은 얼굴이...큼....그러니까 관상이 안좋은건가? ㅋㅋㅋ
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,ㅇ
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,진짜 ~하길 위해 ~를 ~동안 이 드립 진짜  뇌절이고 재미없는데 왜 반응을 해주는거임?
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,그렇사옵니다 전하
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,"마지막대사

1분만:내얼굴은 자유분방하게 생겨서 좋다~"
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,근데 거울 안보는게 가장 좋긴해;;
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,얼굴이 자유분방해서 좋으시겠어요
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,근데 진짜 궁금한데 쌍수하면 자식들도 쌍커풀생길까?
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,목소리 잔나 색쉬하다
1분만,20220826,CRQyE2kjEhw,내가 100만이 될상인가?,뭐라고? 100만이 안될상이라고? 성형해야지~
