Channel Name,date,videoId,titles,Comment
1분만,20220820,GO_okCZyl7g,중2때 하면 안되는 것들,"아니 나 저거 관종병인가 저건데..? 존나 친구의 친구한테 ""안녕 애들아!!!"" 이딴 짓 하는데"
1분만,20220820,GO_okCZyl7g,중2때 하면 안되는 것들,"중2때는 또래에서 유행하는거 하나도 안하면 흑역사 남길 일 없음 ex)감성 프사,프로필 소개에 감성 글귀,감성 똥글"
1분만,20220820,GO_okCZyl7g,중2때 하면 안되는 것들,하하하ㅏ하하 저 흑역사 1000개전도 있는데 지우는 방법이없을까 하하하ㅏ하하하하핳하ㅏ ㅠㅠ
1분만,20220820,GO_okCZyl7g,중2때 하면 안되는 것들,와 1분이 이렇게 길었나 ㅋㅋㅋptsd와서 도저히 끝까지 못보겟음ㅋㅋㅋ
1분만,20220820,GO_okCZyl7g,중2때 하면 안되는 것들,자신 목숨을 지워 버리면 흑역사 도 같이 지워져요~~
1분만,20220820,GO_okCZyl7g,중2때 하면 안되는 것들,어제 계단 5칸뛴사람은 울어요…ㅜ
1분만,20220820,GO_okCZyl7g,중2때 하면 안되는 것들,음... 저도 흑역사가 많은 편인데 이렇게 보니까 없는 것 같네용..
1분만,20220820,GO_okCZyl7g,중2때 하면 안되는 것들,전 이미 창밖을 내다보는 행동을 몇번해버렸는데 늦은것같네요
1분만,20220820,GO_okCZyl7g,중2때 하면 안되는 것들,영상이 ㄴㅓ무 아파요
1분만,20220820,GO_okCZyl7g,중2때 하면 안되는 것들,인생 살면서 저렇게 살아야 추억이 많이 남습니다.
1분만,20220820,GO_okCZyl7g,중2때 하면 안되는 것들,중2병이 안 와도 흑역사는 이미 너무 많아..
1분만,20220820,GO_okCZyl7g,중2때 하면 안되는 것들,난원래4차원이별명임ㅋㅋㅋㅋㅋㅋ
1분만,20220820,GO_okCZyl7g,중2때 하면 안되는 것들,"샴푸를 하고나서 조금 기다리는건 아는데
그럼 양치는 언제 해?"
1분만,20220820,GO_okCZyl7g,중2때 하면 안되는 것들,"❤️1분만 주제추천❤️
왜 사람들이 방귀를 끼면 뿡하고 소리가 나는 걸까 ???"
1분만,20220820,GO_okCZyl7g,중2때 하면 안되는 것들,그냥 이성만 붙들자;;
1분만,20220820,GO_okCZyl7g,중2때 하면 안되는 것들,난 원래 관종인ㄷ..
1분만,20220820,GO_okCZyl7g,중2때 하면 안되는 것들,주제추천:왜 유통기한 지난 음식은 아빠 줄까
1분만,20220820,GO_okCZyl7g,중2때 하면 안되는 것들,나 틱톡에 친구들이랑 헤이마마 추는거 올렸었는데 ㅋㅋㅋㅋ 지워야 하나
1분만,20220820,GO_okCZyl7g,중2때 하면 안되는 것들,sns에 올리지만 않으면 됨. ㅂㅅ짓은 내 머릿속에만 남도록
1분만,20220820,GO_okCZyl7g,중2때 하면 안되는 것들,마지막 틱톡 압권ㅋㅋㅋㅋㅋ
1분만,20220820,GO_okCZyl7g,중2때 하면 안되는 것들,아하! 좋은말씀 감사합니다 1분만님!
1분만,20220820,GO_okCZyl7g,중2때 하면 안되는 것들,ㅈ까 그냥 하고싶은대로 해 얘들아
1분만,20220820,GO_okCZyl7g,중2때 하면 안되는 것들,난 i라서 안함
1분만,20220820,GO_okCZyl7g,중2때 하면 안되는 것들,다음 1분만 주제:1분만 채널은 영상을 1분보다 짧거나 길게 만들 수 있을까?
1분만,20220820,GO_okCZyl7g,중2때 하면 안되는 것들,마지막 ㄹㅇ
1분만,20220820,GO_okCZyl7g,중2때 하면 안되는 것들,"중딩때 뭘 해도 좋으니까 술, 담배, 따돌림만하지마 얘드라"
1분만,20220820,GO_okCZyl7g,중2때 하면 안되는 것들,전 좋아하는 연예인이 없어욬ㅋㅋㅋㅋㅋ
1분만,20220820,GO_okCZyl7g,중2때 하면 안되는 것들,"중2병은 뭘해도 된다!!
단, 흔적은 남기지 마라~
문신, sns 등등등 니 인생 꼬이는 지름길이다 ㅋ"
1분만,20220820,GO_okCZyl7g,중2때 하면 안되는 것들,조온나 개패고싶은것들 투성이다.  저런사람은 패도 합법인 법안이 필요하다
1분만,20220820,GO_okCZyl7g,중2때 하면 안되는 것들,"난 중2때 맨날 자서
흑역사도 없음.. 1교시에 자서 4교시에 일어나서
점심시간에 놀고 다시 7교시까지 잤음"
1분만,20220820,GO_okCZyl7g,중2때 하면 안되는 것들,결론은 제발 누구 따라하지마
1분만,20220820,GO_okCZyl7g,중2때 하면 안되는 것들,마지막거는 지금해도 흑역ㅅ..
1분만,20220820,GO_okCZyl7g,중2때 하면 안되는 것들,ㅅ살려줘
1분만,20220820,GO_okCZyl7g,중2때 하면 안되는 것들,이미 늦었어요..따흙
1분만,20220820,GO_okCZyl7g,중2때 하면 안되는 것들,하...저 행동을한 내자신이 원망스럽다.....
