Channel Name,date,videoId,titles,Comment
너덜트,20220128,627HBcT1jWY,꿈이요? 퇴산데요,0:05에 주식 보는거 ㅋㅋㅋㅋ
너덜트,20220128,627HBcT1jWY,꿈이요? 퇴산데요,어제보다 나은 내일은 토요일이다 ㅋㅋㅋㅋㅋㅋㅋ
너덜트,20220128,627HBcT1jWY,꿈이요? 퇴산데요,유희열 닮음ㅋ
너덜트,20220128,627HBcT1jWY,꿈이요? 퇴산데요,좃나좋아
너덜트,20220128,627HBcT1jWY,꿈이요? 퇴산데요,와 미쳤다...
너덜트,20220128,627HBcT1jWY,꿈이요? 퇴산데요,너덜트만의 숨막히게 빠른 전개가 좋다
너덜트,20220128,627HBcT1jWY,꿈이요? 퇴산데요,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
너덜트,20220128,627HBcT1jWY,꿈이요? 퇴산데요,퇴사할만큼 돈있는게 좋은 인생
너덜트,20220128,627HBcT1jWY,꿈이요? 퇴산데요,티끌모아 티끌이다 ㅈㄴ웃기네
너덜트,20220128,627HBcT1jWY,꿈이요? 퇴산데요,박명수 어록을 다 때려박네 ㅋㅋㅋㅋㅋㅋ
너덜트,20220128,627HBcT1jWY,꿈이요? 퇴산데요,ㅋㅋㅋㅌ
너덜트,20220128,627HBcT1jWY,꿈이요? 퇴산데요,2:13 ㅋㅋㅋ 깨알
너덜트,20220128,627HBcT1jWY,꿈이요? 퇴산데요,재미가 있으면서도 씁쓸하네요 😂
너덜트,20220128,627HBcT1jWY,꿈이요? 퇴산데요,전상협 전찬일님 아들이라고ㅋㅋ
너덜트,20220128,627HBcT1jWY,꿈이요? 퇴산데요,너덜트 영상중에 이 영상이 최고인듯
너덜트,20220128,627HBcT1jWY,꿈이요? 퇴산데요,유현규님 볼때마다 유희열이 생각남ㅎㅎ
너덜트,20220128,627HBcT1jWY,꿈이요? 퇴산데요,진짜 존나 웃기넼ㅋㅋㅋㅋ
너덜트,20220128,627HBcT1jWY,꿈이요? 퇴산데요,기승전결 좋네 ㅋ
너덜트,20220128,627HBcT1jWY,꿈이요? 퇴산데요,주식에 대한것도 해주세요. 리딩방 사기꾼들.
너덜트,20220128,627HBcT1jWY,꿈이요? 퇴산데요,ㅋㅋㅋㅋ 가장기억에남는 근무 재택근무 개웃기노
너덜트,20220128,627HBcT1jWY,꿈이요? 퇴산데요,유희열오빠가 보이는다
너덜트,20220128,627HBcT1jWY,꿈이요? 퇴산데요,대사가 거의 랩수준이네.
너덜트,20220128,627HBcT1jWY,꿈이요? 퇴산데요,대본을 너무 잘 썼어요.
